date,day_of_week,expiry_type,csv_move_direction,afternoon_direction,concordance,vix_open,vix_close,vix_bucket,t1_fii_stance,t1_pro_stance,fii_composite,fii_view,pro_composite,pro_view,price_at_2pm,session_close,inflection_time,inflection_price,move_from_inflection_pct,move_from_2pm_pct
2023-06-08,Thursday,weekly,Top to Down,Top to Down,Match,11.44,11.26,Low (<15),FII Confident (sold puts >20K),PRO Confident (sold puts >20K),98158,Bullish,204666,Strong Bullish,18718.25,18646.9,14:00,18723.75,0.41,0.381
2023-06-15,Thursday,weekly,Top to Down,Top to Down,Match,11.16,11.08,Low (<15),FII Neutral,PRO Confident (sold puts >20K),9548,Neutral,-136107,Strong Bearish,18737.15,18682.15,14:00,18744.35,0.332,0.294
2023-06-22,Thursday,weekly,Top to Down,Top to Down,Match,11.29,11.55,Low (<15),FII Confident (sold puts >20K),PRO Confident (sold puts >20K),34376,Mildly Bullish,60307,Bullish,18853.2,18779.35,14:00,18854.9,0.401,0.392
2023-06-28,Wednesday,monthly,Down to Up,Flat,Flat,10.78,10.89,Low (<15),FII Hedging (bought puts >20K),PRO Bearish (sold fut >10K),97073,Bullish,518430,Strong Bullish,18991.5,18991.9,,,0.0,0.002
2023-07-06,Thursday,weekly,Down to Up,Down to Up,Match,11.88,11.84,Low (<15),FII Confident (sold puts >20K),PRO Mildly Bearish,-27008,Neutral,-143438,Strong Bearish,19453.1,19486.25,14:05,19447.45,0.2,0.17
2023-07-13,Thursday,weekly,Top to Down,Top to Down,Match,10.94,10.94,Low (<15),FII Hedging (bought puts >20K),PRO Mildly Bearish,-57975,Bearish,-197048,Strong Bearish,19490.9,19443.2,14:00,19496.25,0.272,0.245
2023-07-20,Thursday,weekly,Down to Up,Down to Up,Match,11.6,11.79,Low (<15),FII Confident (sold puts >20K),PRO Confident (sold puts >20K),62653,Bullish,265853,Strong Bullish,19929.35,19969.95,14:00,19925.9,0.221,0.204
2023-07-27,Thursday,monthly,Top to Down,Top to Down,Match,10.46,10.51,Low (<15),FII Confident (sold puts >20K),PRO Confident (sold puts >20K),57081,Bullish,224098,Strong Bullish,19705.7,19700.2,15:25,19708.65,0.043,0.028
2023-08-03,Thursday,weekly,Top to Down,Down to Up,Mismatch,11.28,11.19,Low (<15),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),-71459,Bearish,-265649,Strong Bearish,19314.5,19394.45,14:10,19297.85,0.501,0.414
2023-08-10,Thursday,weekly,Top to Down,Down to Up,Mismatch,11.14,11.4,Low (<15),FII Confident (sold puts >20K),PRO Neutral,17667,Neutral,95886,Bullish,19513.95,19549.2,14:00,19503.1,0.236,0.181
2023-08-17,Thursday,weekly,Top to Down,Top to Down,Match,12.13,12.24,Low (<15),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),-74187,Bearish,127419,Strong Bullish,19361.75,19346.2,14:50,19387.35,0.212,0.08
2023-08-24,Thursday,weekly,Top to Down,Top to Down,Match,11.73,11.7,Low (<15),FII Confident (sold puts >20K),PRO Bearish (sold fut >10K),68665,Bullish,455817,Strong Bullish,19414.55,19380.4,14:10,19441.85,0.316,0.176
2023-08-31,Thursday,monthly,Top to Down,Top to Down,Match,11.8,12.06,Low (<15),FII Confident (sold puts >20K),PRO Hedging (bought puts >20K),27982,Neutral,-386529,Strong Bearish,19294.4,19279.55,14:05,19297.65,0.094,0.077
2023-09-07,Thursday,weekly,Down to Up,Down to Up,Match,10.68,10.87,Low (<15),FII Mildly Bearish,PRO Hedging (bought puts >20K),-143264,Strong Bearish,7026,Neutral,19645.9,19723.25,14:00,19645.65,0.395,0.394
2023-09-14,Thursday,weekly,Top to Down,Down to Up,Mismatch,11.83,11.32,Low (<15),FII Bullish (bought fut + sold puts),PRO Very Bearish (sold fut >10K + bought puts >20K),97985,Bullish,149265,Strong Bullish,20064.3,20101.85,14:05,20044.7,0.285,0.187
2023-09-21,Thursday,weekly,Top to Down,Down to Up,Mismatch,11.13,10.82,Low (<15),FII Bearish (sold fut >10K),PRO Hedging (bought puts >20K),-74985,Bearish,-100244,Strong Bearish,19743.05,19748.85,14:50,19711.0,0.192,0.029
2023-09-28,Thursday,monthly,Top to Down,Top to Down,Match,11.59,12.82,Low (<15),FII Bearish (sold fut >10K),PRO Confident (sold puts >20K),39699,Mildly Bullish,199565,Strong Bullish,19560.05,19553.3,14:20,19578.35,0.128,0.035
2023-10-05,Thursday,weekly,Down to Up,Top to Down,Mismatch,11.66,10.94,Low (<15),FII Confident (sold puts >20K),PRO Neutral,14754,Neutral,96846,Bullish,19556.8,19546.6,14:45,19564.75,0.093,0.052
2023-10-12,Thursday,weekly,Top to Down,Top to Down,Match,10.99,10.62,Low (<15),FII Hedging (bought puts >20K),PRO Hedging (bought puts >20K),-12813,Neutral,-313577,Strong Bearish,19804.3,19782.9,15:05,19807.3,0.123,0.108
2023-10-19,Thursday,weekly,Down to Up,Top to Down,Mismatch,10.97,10.9,Low (<15),FII Confident (sold puts >20K),PRO Hedging (bought puts >20K),-14501,Neutral,-149252,Strong Bearish,19656.2,19611.9,14:05,19681.8,0.355,0.225
2023-10-26,Thursday,monthly,Top to Down,Top to Down,Match,11.31,11.73,Low (<15),FII Hedging (bought puts >20K),PRO Bearish (sold fut >10K),-28096,Neutral,-114561,Strong Bearish,18853.9,18848.5,14:50,18897.1,0.257,0.029
2023-11-02,Thursday,weekly,Down to Up,Down to Up,Match,12.05,11.08,Low (<15),FII Hedging (bought puts >20K),PRO Hedging (bought puts >20K),27469,Neutral,13647,Neutral,19131.0,19144.85,14:45,19106.95,0.198,0.072
2023-11-09,Thursday,weekly,Top to Down,Top to Down,Match,11.04,10.98,Low (<15),FII Hedging (bought puts >20K),PRO Hedging (bought puts >20K),-79751,Bearish,-431937,Strong Bearish,19417.05,19404.0,14:00,19429.8,0.133,0.067
2023-11-16,Thursday,weekly,Down to Up,Top to Down,Mismatch,11.14,11.65,Low (<15),FII Confident (sold puts >20K),PRO Confident (sold puts >20K),-24385,Neutral,108324,Strong Bullish,19812.4,19761.15,14:45,19875.25,0.574,0.259
2023-11-23,Thursday,weekly,Top to Down,Top to Down,Match,11.87,11.32,Low (<15),FII Neutral,PRO Neutral,3016,Neutral,221390,Strong Bullish,19824.55,19811.0,14:00,19824.65,0.069,0.068
2023-11-30,Thursday,monthly,Down to Up,Down to Up,Match,12.71,12.69,Low (<15),FII Bullish (bought fut + sold puts),PRO Bullish (bought fut + sold puts),130933,Strong Bullish,476529,Strong Bullish,20099.05,20127.2,14:10,20056.75,0.351,0.14
2023-12-07,Thursday,weekly,Top to Down,Down to Up,Mismatch,13.74,12.67,Low (<15),FII Hedging (bought puts >20K),PRO Very Bearish (sold fut >10K + bought puts >20K),60215,Bullish,-181555,Strong Bearish,20913.8,20916.1,15:00,20879.1,0.177,0.011
2023-12-14,Thursday,weekly,Down to Up,Top to Down,Mismatch,12.07,12.32,Low (<15),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Confident (sold puts >20K),20736,Neutral,235048,Strong Bullish,21198.9,21195.25,15:25,21209.45,0.067,0.017
2023-12-21,Thursday,weekly,Down to Up,Down to Up,Match,14.45,13.76,Low (<15),FII Bullish (bought fut + sold puts),PRO Hedging (bought puts >20K),22828,Neutral,-365898,Strong Bearish,21223.7,21283.0,14:05,21185.1,0.462,0.279
2023-12-28,Thursday,monthly,Down to Up,Down to Up,Match,15.56,15.14,Medium (15-20),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),-88184,Bearish,387477,Strong Bullish,21751.4,21773.7,14:45,21730.25,0.2,0.103
2024-01-04,Thursday,weekly,Down to Up,Down to Up,Match,14.1,13.33,Low (<15),FII Confident (sold puts >20K),PRO Hedging (bought puts >20K),53181,Bullish,231354,Strong Bullish,21659.7,21669.6,14:25,21638.75,0.143,0.046
2024-01-11,Thursday,weekly,Top to Down,Down to Up,Mismatch,12.97,12.77,Low (<15),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),-70437,Bearish,516814,Strong Bullish,21665.65,21669.4,14:15,21593.75,0.35,0.017
2024-01-18,Thursday,weekly,Down to Up,Down to Up,Match,15.08,14.07,Medium (15-20),FII Bearish (sold fut >10K),PRO Very Bearish (sold fut >10K + bought puts >20K),-94325,Bearish,-562070,Strong Bearish,21451.3,21477.25,14:30,21418.0,0.277,0.121
2024-01-25,Thursday,monthly,Top to Down,Down to Up,Mismatch,14.38,13.87,Low (<15),FII Bullish (bought fut + sold puts),PRO Confident (sold puts >20K),45484,Mildly Bullish,268304,Strong Bullish,21295.95,21370.75,14:40,21249.45,0.571,0.351
2024-02-01,Thursday,weekly,Top to Down,Top to Down,Match,16.05,14.46,Medium (15-20),FII Bullish (bought fut + sold puts),PRO Confident (sold puts >20K),62507,Bullish,241751,Strong Bullish,21709.85,21690.3,14:10,21737.0,0.215,0.09
2024-02-08,Thursday,weekly,Top to Down,Top to Down,Match,15.51,15.83,Medium (15-20),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Hedging (bought puts >20K),-37556,Mildly Bearish,83764,Bullish,21771.45,21759.7,14:00,21773.4,0.063,0.054
2024-02-15,Thursday,weekly,Down to Up,Top to Down,Mismatch,15.44,15.23,Medium (15-20),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),-32961,Mildly Bearish,-39495,Mildly Bearish,21951.4,21927.05,14:00,21952.25,0.115,0.111
2024-02-22,Thursday,weekly,Down to Up,Down to Up,Match,15.93,15.2,Medium (15-20),FII Hedging (bought puts >20K),PRO Very Bearish (sold fut >10K + bought puts >20K),54327,Bullish,-769958,Strong Bearish,22086.4,22216.9,14:20,22043.7,0.786,0.591
2024-02-29,Thursday,monthly,Down to Up,Down to Up,Match,16.33,15.57,Medium (15-20),FII Confident (sold puts >20K),PRO Hedging (bought puts >20K),-87005,Bearish,-586121,Strong Bearish,21975.6,22042.05,14:35,21900.5,0.646,0.302
2024-03-07,Thursday,weekly,Top to Down,Top to Down,Match,14.3,13.61,Low (<15),FII Hedging (bought puts >20K),PRO Hedging (bought puts >20K),16505,Neutral,-46987,Mildly Bearish,22514.35,22483.5,14:30,22522.05,0.171,0.137
2024-03-14,Thursday,weekly,Down to Up,Down to Up,Match,14.43,13.62,Low (<15),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Mildly Bearish,-88208,Bearish,-228508,Strong Bearish,22106.0,22153.05,14:00,22080.45,0.329,0.213
2024-03-21,Thursday,weekly,Down to Up,Down to Up,Match,13.47,12.51,Low (<15),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),-15784,Neutral,368591,Strong Bullish,22000.55,22014.6,15:00,21982.6,0.146,0.064
2024-03-28,Thursday,monthly,Down to Up,Top to Down,Mismatch,12.7,12.83,Low (<15),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Bullish (bought fut + sold puts),-68647,Bearish,170867,Strong Bullish,22433.9,22343.1,14:40,22516.0,0.768,0.405
2024-04-04,Thursday,weekly,Top to Down,Down to Up,Mismatch,11.37,11.22,Low (<15),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Hedging (bought puts >20K),-42986,Mildly Bearish,-3505,Neutral,22515.85,22541.2,15:00,22486.7,0.242,0.113
2024-04-10,Wednesday,weekly,Down to Up,Top to Down,Mismatch,11.36,11.11,Low (<15),FII Hedging (bought puts >20K),PRO Mildly Bearish,33165,Mildly Bullish,-205282,Strong Bearish,22737.75,22735.05,15:05,22775.7,0.178,0.012
2024-04-18,Thursday,weekly,Top to Down,Top to Down,Match,12.62,13.04,Low (<15),FII Neutral,PRO Neutral,0,Neutral,0,Neutral,22139.45,22045.75,14:15,22171.3,0.566,0.423
2024-04-25,Thursday,monthly,Down to Up,Down to Up,Match,10.28,10.73,Low (<15),FII Bearish (sold fut >10K),PRO Hedging (bought puts >20K),72113,Bullish,40067,Mildly Bullish,22496.0,22559.25,14:00,22492.8,0.295,0.281
2024-05-02,Thursday,weekly,Down to Up,Top to Down,Mismatch,12.87,13.45,Low (<15),FII Neutral,PRO Neutral,0,Neutral,0,Neutral,22694.55,22656.75,14:00,22700.9,0.194,0.167
2024-05-09,Thursday,weekly,Top to Down,Top to Down,Match,17.08,18.2,Medium (15-20),FII Bearish (sold fut >10K),PRO Bearish (sold fut >10K),70558,Bullish,323690,Strong Bullish,22043.25,21968.15,14:20,22076.9,0.493,0.341
2024-05-23,Thursday,weekly,Down to Up,Down to Up,Match,21.47,21.38,High (>20),FII Neutral,PRO Bullish (bought fut + sold puts),69256,Bullish,200593,Strong Bullish,22857.05,22951.0,14:00,22854.2,0.424,0.411
2024-05-30,Thursday,monthly,Top to Down,Down to Up,Mismatch,24.18,24.18,High (>20),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Hedging (bought puts >20K),-120668,Strong Bearish,-77522,Bearish,22538.85,22557.1,14:55,22417.0,0.625,0.081
2024-06-06,Thursday,weekly,Down to Up,Down to Up,Match,18.89,16.8,Medium (15-20),FII Hedging (bought puts >20K),PRO Mildly Bullish,217058,Strong Bullish,403470,Strong Bullish,22779.1,22849.05,14:40,22669.5,0.792,0.307
2024-06-13,Thursday,weekly,Top to Down,Top to Down,Match,14.39,13.49,Low (<15),FII Hedging (bought puts >20K),PRO Hedging (bought puts >20K),49838,Mildly Bullish,133300,Strong Bullish,23404.4,23399.35,15:20,23411.2,0.051,0.022
2024-06-20,Thursday,weekly,Top to Down,Down to Up,Mismatch,13.71,13.35,Low (<15),FII Bullish (bought fut + sold puts),PRO Hedging (bought puts >20K),60241,Bullish,-211764,Strong Bearish,23535.95,23579.15,14:00,23532.5,0.198,0.184
2024-06-27,Thursday,monthly,Down to Up,Down to Up,Match,14.05,14.15,Low (<15),FII Bullish (bought fut + sold puts),PRO Very Bearish (sold fut >10K + bought puts >20K),88119,Bullish,-333497,Strong Bearish,23974.15,24036.1,14:30,23913.65,0.512,0.258
2024-07-04,Thursday,weekly,Top to Down,Top to Down,Match,13.21,12.86,Low (<15),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),78370,Bullish,290674,Strong Bullish,24326.4,24304.65,14:15,24351.3,0.192,0.089
2024-07-11,Thursday,weekly,Top to Down,Down to Up,Mismatch,14.43,14.0,Low (<15),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Hedging (bought puts >20K),-67097,Bearish,-133446,Strong Bearish,24314.1,24338.5,15:05,24291.45,0.194,0.1
2024-07-18,Thursday,weekly,Down to Up,Down to Up,Match,14.22,14.51,Low (<15),FII Neutral,PRO Neutral,0,Neutral,0,Neutral,24758.35,24779.35,14:00,24757.8,0.087,0.085
2024-07-25,Thursday,monthly,Down to Up,Down to Up,Match,11.76,12.62,Low (<15),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Bearish (sold fut >10K),-62003,Bearish,90135,Bullish,24394.2,24415.0,14:40,24380.1,0.143,0.085
2024-08-01,Thursday,weekly,Top to Down,Down to Up,Mismatch,13.25,12.93,Low (<15),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Bullish (bought fut + sold puts),-167303,Strong Bearish,229599,Strong Bullish,24985.3,25006.0,14:30,24956.4,0.199,0.083
2024-08-08,Thursday,weekly,Top to Down,Top to Down,Match,16.17,16.6,Medium (15-20),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Bullish (bought fut + sold puts),-101944,Strong Bearish,457816,Strong Bullish,24136.4,24098.7,14:15,24195.8,0.401,0.156
2024-08-14,Wednesday,weekly,Top to Down,Top to Down,Match,16.17,15.44,Medium (15-20),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Hedging (bought puts >20K),-109691,Strong Bearish,-552306,Strong Bearish,24156.9,24144.5,14:15,24177.75,0.138,0.051
2024-08-22,Thursday,weekly,Top to Down,Top to Down,Match,13.33,13.0,Low (<15),FII Hedging (bought puts >20K),PRO Hedging (bought puts >20K),27216,Neutral,-92094,Bearish,24827.3,24810.9,14:10,24837.7,0.108,0.066
2024-08-29,Thursday,monthly,Down to Up,Down to Up,Match,13.95,13.79,Low (<15),FII Hedging (bought puts >20K),PRO Hedging (bought puts >20K),49681,Mildly Bullish,-137595,Strong Bearish,25138.6,25156.75,14:05,24998.5,0.633,0.072
2024-09-05,Thursday,weekly,Top to Down,Top to Down,Match,14.38,14.21,Low (<15),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Very Bearish (sold fut >10K + bought puts >20K),8713,Neutral,-328266,Strong Bearish,25175.2,25144.8,14:00,25180.9,0.143,0.121
2024-09-12,Thursday,weekly,Down to Up,Down to Up,Match,13.63,13.18,Low (<15),FII Confident (sold puts >20K),PRO Hedging (bought puts >20K),-34009,Mildly Bearish,-446514,Strong Bearish,25010.8,25314.95,14:00,25008.6,1.225,1.216
2024-09-19,Thursday,weekly,Top to Down,Down to Up,Mismatch,13.37,12.47,Low (<15),FII Hedging (bought puts >20K),PRO Hedging (bought puts >20K),-4568,Neutral,-255900,Strong Bearish,25405.95,25445.0,14:45,25388.6,0.222,0.154
2024-09-26,Thursday,monthly,Down to Up,Down to Up,Match,12.74,12.0,Low (<15),FII Mildly Bullish,PRO Very Bearish (sold fut >10K + bought puts >20K),-4488,Neutral,45369,Mildly Bullish,26096.3,26184.65,14:05,26034.65,0.576,0.339
2024-10-03,Thursday,weekly,Top to Down,Flat,Flat,11.99,13.17,Low (<15),FII Neutral,PRO Neutral,0,Neutral,0,Neutral,25264.55,25266.0,,,0.0,0.006
2024-10-10,Thursday,weekly,Top to Down,Top to Down,Match,14.12,13.5,Low (<15),FII Bearish (sold fut >10K),PRO Hedging (bought puts >20K),-66271,Bearish,-23154,Neutral,25019.1,25007.55,14:25,25037.55,0.12,0.046
2024-10-17,Thursday,weekly,Top to Down,Down to Up,Mismatch,13.05,13.39,Low (<15),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Hedging (bought puts >20K),-157295,Strong Bearish,-120712,Strong Bearish,24747.35,24750.2,14:40,24728.9,0.086,0.012
2024-10-24,Thursday,weekly,Top to Down,Down to Up,Mismatch,14.62,13.97,Low (<15),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),56629,Bullish,342262,Strong Bullish,24393.7,24414.6,14:20,24367.8,0.192,0.086
2024-10-31,Thursday,monthly,Top to Down,Down to Up,Mismatch,15.51,15.55,Medium (15-20),FII Bearish (sold fut >10K),PRO Hedging (bought puts >20K),-113452,Strong Bearish,-559300,Strong Bearish,24206.5,24238.5,14:35,24172.6,0.273,0.132
2024-11-07,Thursday,weekly,Top to Down,Top to Down,Match,14.87,14.94,Low (<15),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),-124855,Strong Bearish,-185254,Strong Bearish,24208.0,24194.6,14:10,24218.15,0.097,0.055
2024-11-14,Thursday,weekly,Top to Down,Down to Up,Mismatch,15.44,14.78,Medium (15-20),FII Very Bearish (sold fut >10K + bought puts >20K),PRO Bearish (sold fut >10K),-30670,Mildly Bearish,152295,Strong Bullish,23531.4,23559.6,15:05,23484.15,0.321,0.12
2024-11-21,Thursday,weekly,Top to Down,Flat,Flat,15.66,15.99,Medium (15-20),FII Neutral,PRO Neutral,0,Neutral,0,Neutral,23346.75,23346.75,,,0.0,0.0
2024-11-28,Thursday,monthly,Top to Down,Top to Down,Match,14.63,15.21,Low (<15),FII Bearish (sold fut >10K),PRO Hedging (bought puts >20K),31946,Mildly Bullish,-86419,Bearish,24047.6,23957.45,14:05,24074.85,0.488,0.375
2024-12-05,Thursday,weekly,Down to Up,Down to Up,Match,14.45,14.53,Low (<15),FII Hedging (bought puts >20K),PRO Mildly Bearish,47751,Mildly Bullish,-49094,Mildly Bearish,24664.3,24701.55,14:55,24495.05,0.843,0.151
2024-12-12,Thursday,weekly,Top to Down,Top to Down,Match,13.27,13.19,Low (<15),FII Confident (sold puts >20K),PRO Confident (sold puts >20K),56720,Bullish,11009,Neutral,24552.3,24539.5,14:15,24577.05,0.153,0.052
2024-12-19,Thursday,weekly,Down to Up,Down to Up,Match,14.37,14.51,Low (<15),FII Bearish (sold fut >10K),PRO Bearish (sold fut >10K),-90301,Bearish,-108232,Strong Bearish,23955.8,23961.95,15:15,23934.35,0.115,0.026
2024-12-26,Thursday,monthly,Top to Down,Down to Up,Mismatch,13.18,14.04,Low (<15),FII Neutral,PRO Neutral,0,Neutral,0,Neutral,23740.2,23760.3,14:00,23735.05,0.106,0.085
2025-01-02,Thursday,weekly,Down to Up,Down to Up,Match,14.45,13.74,Low (<15),FII Bearish (sold fut >10K),PRO Neutral,80551,Bullish,49764,Mildly Bullish,24123.4,24167.95,14:00,24117.95,0.207,0.185
2025-01-09,Thursday,weekly,Top to Down,Down to Up,Mismatch,14.47,14.66,Low (<15),FII Bearish (sold fut >10K),PRO Bearish (sold fut >10K),-56422,Bearish,-90746,Bearish,23525.8,23557.2,14:45,23503.05,0.23,0.133
2025-01-16,Thursday,weekly,Top to Down,Down to Up,Mismatch,15.26,15.47,Medium (15-20),FII Confident (sold puts >20K),PRO Neutral,9793,Neutral,48250,Mildly Bullish,23331.4,23350.8,14:35,23290.7,0.258,0.083
2025-01-23,Thursday,weekly,Down to Up,Top to Down,Mismatch,16.77,16.7,Medium (15-20),FII Confident (sold puts >20K),PRO Hedging (bought puts >20K),224223,Strong Bullish,48159,Mildly Bullish,23248.85,23216.3,14:00,23254.55,0.164,0.14
2025-01-30,Thursday,monthly,Down to Up,Down to Up,Match,18.64,17.39,Medium (15-20),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),39015,Mildly Bullish,95026,Bullish,23190.35,23297.95,14:35,23139.95,0.683,0.464
2025-02-06,Thursday,weekly,Top to Down,Down to Up,Mismatch,14.08,14.18,Low (<15),FII Confident (sold puts >20K),PRO Hedging (bought puts >20K),7390,Neutral,-129194,Strong Bearish,23580.4,23628.05,14:30,23556.25,0.305,0.202
2025-02-13,Thursday,weekly,Top to Down,Top to Down,Match,14.9,14.96,Low (<15),FII Neutral,PRO Confident (sold puts >20K),-451,Neutral,18545,Neutral,23079.6,23019.4,14:00,23102.0,0.358,0.261
2025-02-20,Thursday,weekly,Down to Up,Top to Down,Mismatch,15.42,14.68,Medium (15-20),FII Neutral,PRO Confident (sold puts >20K),19111,Neutral,-3407,Neutral,22910.25,22906.25,14:45,22923.85,0.077,0.017
2025-02-27,Thursday,monthly,Top to Down,Top to Down,Match,13.72,13.31,Low (<15),FII Neutral,PRO Neutral,0,Neutral,0,Neutral,22542.05,22510.85,14:55,22556.9,0.204,0.138
2025-03-06,Thursday,weekly,Down to Up,Down to Up,Match,13.67,13.73,Low (<15),FII Neutral,PRO Confident (sold puts >20K),42853,Mildly Bullish,87676,Bullish,22510.95,22529.2,14:30,22491.15,0.169,0.081
2025-03-13,Thursday,weekly,Top to Down,Top to Down,Match,13.69,13.28,Low (<15),FII Mildly Bearish,PRO Confident (sold puts >20K),-16501,Neutral,-38277,Mildly Bearish,22433.7,22383.3,14:00,22450.1,0.298,0.225
2025-03-20,Thursday,weekly,Down to Up,Top to Down,Mismatch,13.3,12.6,Low (<15),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),47424,Mildly Bullish,-57810,Bearish,23190.2,23165.7,14:30,23216.7,0.22,0.106
2025-03-27,Thursday,monthly,Down to Up,Top to Down,Mismatch,13.47,13.3,Low (<15),FII Hedging (bought puts >20K),PRO Bearish (sold fut >10K),-50,Neutral,-52758,Bearish,23604.65,23601.05,15:25,23646.45,0.192,0.015
2025-04-03,Thursday,weekly,Down to Up,Top to Down,Mismatch,13.72,13.6,Low (<15),FII Confident (sold puts >20K),PRO Confident (sold puts >20K),59202,Bullish,123570,Strong Bullish,23260.1,23241.6,14:00,23272.8,0.134,0.08
2025-04-09,Wednesday,weekly,Top to Down,Down to Up,Mismatch,20.44,21.43,High (>20),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),-14594,Neutral,-48605,Mildly Bearish,22398.85,22420.4,15:00,22387.35,0.148,0.096
2025-04-17,Thursday,weekly,Down to Up,Top to Down,Mismatch,15.87,15.47,Medium (15-20),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),21493,Neutral,74873,Bullish,23842.4,23837.75,15:00,23872.35,0.145,0.02
2025-04-24,Thursday,monthly,Top to Down,Top to Down,Match,15.96,16.25,Medium (15-20),FII Confident (sold puts >20K),PRO Hedging (bought puts >20K),57635,Bullish,-34772,Mildly Bearish,24249.1,24245.05,14:20,24263.15,0.075,0.017
2025-04-30,Wednesday,weekly,Top to Down,Top to Down,Match,17.37,18.22,Medium (15-20),FII Mildly Bearish,PRO Mildly Bearish,-48526,Mildly Bearish,-68636,Bearish,24347.75,24246.25,15:00,24396.15,0.614,0.417
2025-05-08,Thursday,weekly,Top to Down,Top to Down,Match,19.06,21.01,Medium (15-20),FII Neutral,PRO Confident (sold puts >20K),14349,Neutral,52609,Bullish,24330.85,24154.1,14:30,24357.3,0.834,0.726
2025-05-15,Thursday,weekly,Down to Up,Top to Down,Mismatch,17.23,16.89,Medium (15-20),FII Confident (sold puts >20K),PRO Confident (sold puts >20K),37347,Mildly Bullish,114800,Strong Bullish,25074.6,25035.3,14:25,25116.25,0.322,0.157
2025-05-22,Thursday,weekly,Top to Down,Down to Up,Mismatch,17.55,17.26,Medium (15-20),FII Hedging (bought puts >20K),PRO Neutral,25042,Neutral,82293,Bullish,24525.35,24637.0,14:35,24462.4,0.714,0.455
2025-05-29,Thursday,monthly,Down to Up,Down to Up,Match,18.02,16.42,Medium (15-20),FII Bearish (sold fut >10K),PRO Confident (sold puts >20K),10389,Neutral,-68496,Bearish,24745.55,24880.85,14:10,24717.8,0.66,0.547
2025-06-05,Thursday,weekly,Down to Up,Down to Up,Match,15.75,15.08,Medium (15-20),FII Confident (sold puts >20K),PRO Neutral,35999,Mildly Bullish,69595,Bullish,24732.35,24761.1,14:10,24693.1,0.275,0.116
2025-06-12,Thursday,weekly,Top to Down,Top to Down,Match,13.67,14.02,Low (<15),FII Hedging (bought puts >20K),PRO Hedging (bought puts >20K),22360,Neutral,18958,Neutral,24890.6,24856.0,15:00,24920.95,0.261,0.139
2025-06-19,Thursday,weekly,Top to Down,Top to Down,Match,14.28,14.26,Low (<15),FII Confident (sold puts >20K),PRO Hedging (bought puts >20K),-16322,Neutral,195,Neutral,24811.8,24744.7,14:20,24849.85,0.423,0.27
2025-06-26,Thursday,monthly,Down to Up,Down to Up,Match,12.96,12.59,Low (<15),FII Hedging (bought puts >20K),PRO Mildly Bullish,33092,Mildly Bullish,48645,Mildly Bullish,25500.7,25530.4,14:05,25475.3,0.216,0.116
2025-07-03,Thursday,weekly,Top to Down,Top to Down,Match,12.45,12.39,Low (<15),FII Bearish (sold fut >10K),PRO Confident (sold puts >20K),-110883,Strong Bearish,-53268,Bearish,25499.05,25397.4,14:00,25509.15,0.438,0.399
2025-07-17,Thursday,weekly,Top to Down,Top to Down,Match,11.24,11.24,Low (<15),FII Neutral,PRO Mildly Bearish,-6344,Neutral,-10563,Neutral,25177.4,25109.5,14:00,25182.0,0.288,0.27
2025-07-24,Thursday,weekly,Top to Down,Top to Down,Match,10.52,10.72,Low (<15),FII Confident (sold puts >20K),PRO Confident (sold puts >20K),82410,Bullish,236672,Strong Bullish,25068.4,25051.9,14:20,25103.25,0.205,0.066
2025-07-31,Thursday,monthly,Down to Up,Top to Down,Mismatch,11.21,11.54,Low (<15),FII Confident (sold puts >20K),PRO Mildly Bearish,26178,Neutral,-75154,Bearish,24907.35,24765.6,14:05,24952.7,0.75,0.569
2025-08-07,Thursday,weekly,Down to Up,Down to Up,Match,11.96,11.69,Low (<15),FII Hedging (bought puts >20K),PRO Confident (sold puts >20K),-76483,Bearish,-49128,Mildly Bearish,24388.4,24626.65,14:00,24388.4,0.977,0.977
